Queries,cleaned_query,delivery_intent,account_intent,order_intent,refund_intent,primary_intent,needs_help,emotion_risk_flag,requires_order_id,missing_required_entity,automation_suitability_score,can_be_auto_resolved,is_candidate_for_clustering
help to receive ur newsletter,help to receive ur newsletter,False,False,False,False,other,True,False,False,False,0.2,False,True
help to recover my password,help to recover my password,False,False,False,False,other,True,False,False,False,0.2,False,True
help to register,help to register,False,False,False,False,other,True,False,False,False,0.2,False,True
help to remove some items from an order,help to remove some items from an order,False,False,True,False,order,True,False,True,True,0.6,False,False
help to report a payment issue,help to report a payment issue,False,False,False,False,other,True,False,False,False,0.2,False,True
help to report a registration issue,help to report a registration issue,False,False,False,False,other,True,False,False,False,0.2,False,True
help to report an issue with payments,help to report an issue with payments,False,False,False,False,other,True,False,False,False,0.2,False,True
help to report issues with payment,help to report issues with payment,False,False,False,False,other,True,False,False,False,0.2,False,True
help to report payment issues,help to report payment issues,False,False,False,False,other,True,False,False,False,0.2,False,True
help to report registration problems,help to report registration problems,False,False,False,False,other,True,False,False,False,0.2,False,True
help to reset the pwd of my account,help to reset the pwd of my account,False,True,False,False,account,True,False,False,False,0.9,True,False
help to retrieve my online account pwd,help to retrieve my online account pwd,False,True,False,False,account,True,False,False,False,0.9,True,False
help to see the termination fees,help to see the termination fees,False,False,False,False,other,True,False,False,False,0.2,False,True
help to see the termination penalties,help to see the termination penalties,False,False,False,False,other,True,False,False,False,0.2,False,True
help to see what hours I can reach customer service,help to see what hours i can reach customer service,False,False,False,False,other,True,False,False,False,0.2,False,True
help to set a different shipping address up,help to set a different shipping address up,True,False,False,False,delivery,True,False,True,True,0.9,True,False
help to set up a different shipping address,help to set up a different shipping address,True,False,False,False,delivery,True,False,True,True,0.9,True,False
help to set up another shipping address,help to set up another shipping address,True,False,False,False,delivery,True,False,True,True,0.9,True,False
help to solve an issue with payment,help to solve an issue with payment,False,False,False,False,other,True,False,False,False,0.2,False,True
help to solve an issue with payments,help to solve an issue with payments,False,False,False,False,other,True,False,False,False,0.2,False,True
help to solve issues with payment,help to solve issues with payment,False,False,False,False,other,True,False,False,False,0.2,False,True
help to solve issues with payments,help to solve issues with payments,False,False,False,False,other,True,False,False,False,0.2,False,True
help to submit some feedback for your services,help to submit some feedback for your services,False,False,False,False,other,True,False,False,False,0.2,False,True
help to subscribe to your company newsletter,help to subscribe to your company newsletter,False,False,False,False,other,True,False,False,False,0.2,False,True
help to switch to another account,help to switch to another account,False,True,False,False,account,True,False,False,False,0.9,True,False
help to talk to an agent,help to talk to an agent,False,False,False,False,other,True,False,False,False,0.2,False,True
help to track an order,help to track an order,True,False,True,False,delivery,True,False,True,True,0.9,True,False
help to track my order,help to track my order,True,False,True,False,delivery,True,False,True,True,0.9,True,False
help to track the last order,help to track the last order,True,False,True,False,delivery,True,False,True,True,0.9,True,False
help to unsubscribe to your newsletter,help to unsubscribe to your newsletter,False,False,False,False,other,True,False,False,False,0.2,False,True
help to use an new user profile,help to use an new user profile,False,False,False,False,other,True,False,False,False,0.2,False,True
help to use another account,help to use another account,False,True,False,False,account,True,False,False,False,0.9,True,False
help tracking an order,help tracking an order,False,False,True,False,order,True,False,True,True,0.6,False,False
help tracking my last order,help tracking my last order,False,False,True,False,order,True,False,True,True,0.6,False,False
help tracking the last order,help tracking the last order,False,False,True,False,order,True,False,True,True,0.6,False,False
help trying to change my shipping address,help trying to change my shipping address,True,False,False,False,delivery,True,False,True,True,0.9,True,False
help updating the data on my user profile,help updating the data on my user profile,False,False,False,False,other,True,False,False,False,0.2,False,True
help using another account,help using another account,False,True,False,False,account,True,False,False,False,0.9,True,False
help using another user account,help using another user account,False,True,False,False,account,True,False,False,False,0.9,True,False
help with adding an item to an order,help with adding an item to an order,False,False,True,False,order,True,False,True,True,0.6,False,False
help with adding some items,help with adding some items,False,False,False,False,other,True,False,False,False,0.2,False,True
help with canceling an order I made,help with canceling an order i made,False,False,True,False,order,True,False,True,True,0.6,False,False
help with canceling the order I have made,help with canceling the order i have made,False,False,True,False,order,True,False,True,True,0.6,False,False
help with canceling the order I made,help with canceling the order i made,False,False,True,False,order,True,False,True,True,0.6,False,False
help with cancelling my last order,help with cancelling my last order,False,False,True,False,order,True,False,True,True,0.6,False,False
help with cancelling the last order I have made,help with cancelling the last order i have made,False,False,True,False,order,True,False,True,True,0.6,False,False
help with cancelling the order I have made,help with cancelling the order i have made,False,False,True,False,order,True,False,True,True,0.6,False,False
help with changing my order,help with changing my order,False,False,True,False,order,True,False,True,True,0.6,False,False
help with changing something of an order,help with changing something of an order,False,False,True,False,order,True,False,True,True,0.6,False,False
help with changing the order I made,help with changing the order i made,False,False,True,False,order,True,False,True,True,0.6,False,False
help with my registration,help with my registration,False,False,False,False,other,True,False,False,False,0.2,False,True
help with payment,help with payment,False,False,False,False,other,True,False,False,False,0.2,False,True
help with payments,help with payments,False,False,False,False,other,True,False,False,False,0.2,False,True
help with registration,help with registration,False,False,False,False,other,True,False,False,False,0.2,False,True
help with the registration,help with the registration,False,False,False,False,other,True,False,False,False,0.2,False,True
helpretrieving my account PIN,helpretrieving my account pin,False,True,False,False,account,False,False,False,False,0.9,True,False
hepp me to make a claim against ur organization,hepp me to make a claim against ur organization,False,False,False,False,other,False,False,False,False,0.2,False,True
hewlp me use a different user account,hewlp me use a different user account,False,True,False,False,account,False,False,False,False,0.9,True,False
how can I add an item to an order?,how can i add an item to an order,False,False,True,False,order,False,False,True,True,0.6,False,False
how can I add something?,how can i add something,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I buy a few of your item?,how can i buy a few of your item,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I buy an item?,how can i buy an item,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I buy some items?,how can i buy some items,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I buy something?,how can i buy something,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I cancel an order I have made?,how can i cancel an order i have made,False,False,True,False,order,False,False,True,True,0.6,False,False
how can I cancel an order I made?,how can i cancel an order i made,False,False,True,False,order,False,False,True,True,0.6,False,False
how can I cancel an order?,how can i cancel an order,False,False,True,False,order,False,False,True,True,0.6,False,False
how can I cancel the company newsletter subscription?,how can i cancel the company newsletter subscription,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I change my shipping address?,how can i change my shipping address,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how can I change several items of an order?,how can i change several items of an order,False,False,True,False,order,False,False,True,True,0.6,False,False
how can I change something of an order?,how can i change something of an order,False,False,True,False,order,False,False,True,True,0.6,False,False
how can I change the shipping address?,how can i change the shipping address,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how can i change to another account,how can i change to another account,False,True,False,False,account,False,False,False,False,0.9,True,False
how can I check at what time customer service available is?,how can i check at what time customer service available is,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I check at what time I can contact customer service?,how can i check at what time i can contact customer service,False,False,False,False,other,False,False,False,False,0.2,False,True
how can i check at what time i can reach customer service,how can i check at what time i can reach customer service,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I check how long the delivery takes?,how can i check how long the delivery takes,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how can I check how soon can I expect the delivery?,how can i check how soon can i expect the delivery,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how can I check if there is any updates on my refund?,how can i check if there is any updates on my refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
how can I check if there is anything new on my refund?,how can i check if there is anything new on my refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
how can I check if there is anything wrong with my refund?,how can i check if there is anything wrong with my refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
how can I check my order ETA?,how can i check my order eta,False,False,True,False,order,False,False,True,True,0.6,False,False
how can I check the allowed payment options?,how can i check the allowed payment options,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I check the cancellation fee?,how can i check the cancellation fee,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I check the invoice from ten purchases ago?,how can i check the invoice from ten purchases ago,False,False,True,False,order,False,False,True,True,0.6,False,False
how can I check the status of the refund?,how can i check the status of the refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
how can I check the termniation fee?,how can i check the termniation fee,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I check what delivery options are available?,how can i check what delivery options are available,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how can I check what delivery options I have?,how can i check what delivery options i have,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how can I check what delivery options you offer?,how can i check what delivery options you offer,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how can I check what hours I can contact customer service?,how can i check what hours i can contact customer service,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I check what payment methods are available?,how can i check what payment methods are available,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I check what payment methods you accept?,how can i check what payment methods you accept,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I check when will my item arrive?,how can i check when will my item arrive,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I check your allowed payment methods?,how can i check your allowed payment methods,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I check your money back policy?,how can i check your money back policy,False,False,False,True,refund,False,False,True,True,0.3,False,False
how can I check your refund policy?,how can i check your refund policy,False,False,False,True,refund,False,False,True,True,0.3,False,False
how can i contact someone,how can i contact someone,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I delete an account?,how can i delete an account,False,True,False,False,account,False,False,False,False,0.9,True,False
how can I delete my account?,how can i delete my account,False,True,False,False,account,False,False,False,False,0.9,True,False
how can I edit my account?,how can i edit my account,False,True,False,False,account,False,False,False,False,0.9,True,False
how can I edit the information on my account?,how can i edit the information on my account,False,True,False,False,account,False,False,False,False,0.9,True,False
how can I file a complaint against your business?,how can i file a complaint against your business,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I file a complaint?,how can i file a complaint,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I file a consumer claim against your business?,how can i file a consumer claim against your business,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I file a consumer complaint?,how can i file a consumer complaint,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I find information about a shipping address change?,how can i find information about a shipping address change,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how can I find information about a user account deletion?,how can i find information about a user account deletion,False,True,False,False,account,False,False,False,False,0.9,True,False
how can I find information about canceling orders?,how can i find information about canceling orders,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I find information about cancelling orders?,how can i find information about cancelling orders,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I find information about delivery periods?,how can i find information about delivery periods,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how can I find information about editing the damn address ?,how can i find information about editing the damn address ,False,False,False,False,other,False,True,False,False,0.2,False,True
how can I find information about forgotten passwords?,how can i find information about forgotten passwords,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I find information about my access key recovery?,how can i find information about my access key recovery,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I find information about my PIN code retrieval?,how can i find information about my pin code retrieval,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I find information about the delivery period?,how can i find information about the delivery period,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how can I find information about user account deletions?,how can i find information about user account deletions,False,True,False,False,account,False,False,False,False,0.9,True,False
how can I find my invoice?,how can i find my invoice,False,False,True,False,order,False,False,True,True,0.6,False,False
how can I get a refund?,how can i get a refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
how can i get in touch with customer assistance,how can i get in touch with customer assistance,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I get information about a forgotten password?,how can i get information about a forgotten password,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I get information about a password recovery?,how can i get information about a password recovery,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I get information about a shipping address change?,how can i get information about a shipping address change,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how can I get information about a user account deletion?,how can i get information about a user account deletion,False,True,False,False,account,False,False,False,False,0.9,True,False
how can I get information about changing orders?,how can i get information about changing orders,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I get information about delivery period?,how can i get information about delivery period,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how can I get information about forgotten passwords?,how can i get information about forgotten passwords,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I get information about my PIN code retrieval?,how can i get information about my pin code retrieval,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I get information about the delivery period?,how can i get information about the delivery period,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how can I get information about the delivery periods?,how can i get information about the delivery periods,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how can i get information about the password reset,how can i get information about the password reset,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I get information about user account deletions?,how can i get information about user account deletions,False,True,False,False,account,False,False,False,False,0.9,True,False
how can i get information abuot my lost pin,how can i get information abuot my lost pin,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I get my invoice?,how can i get my invoice,False,False,True,False,order,False,False,True,True,0.6,False,False
how can I get my invoices?,how can i get my invoices,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I get my money back?,how can i get my money back,False,False,False,True,refund,False,False,True,True,0.3,False,False
how can I get refunds of money?,how can i get refunds of money,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I get refunds?,how can i get refunds,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I get the invoice from August?,how can i get the invoice from august,False,False,True,False,order,False,False,True,True,0.6,False,False
how can I get the invoice from last month?,how can i get the invoice from last month,False,False,True,False,order,False,False,True,True,0.6,False,False
how can I get the invoices?,how can i get the invoices,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I leave a review for a service?,how can i leave a review for a service,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I leave a review for your services?,how can i leave a review for your services,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I lodge a complaint?,how can i lodge a complaint,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I make a complaint?,how can i make a complaint,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I make a purchase?,how can i make a purchase,False,False,True,False,order,False,False,True,True,0.6,False,False
how can I make an order?,how can i make an order,False,False,True,False,order,False,False,True,True,0.6,False,False
how can I recover my password?,how can i recover my password,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I register?,how can i register,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I remove several items from an order?,how can i remove several items from an order,False,False,True,False,order,False,False,True,True,0.6,False,False
how can I remove some items from an order?,how can i remove some items from an order,False,False,True,False,order,False,False,True,True,0.6,False,False
how can I report a payment issue?,how can i report a payment issue,False,False,False,False,other,True,False,False,False,0.2,False,True
how can I report a registration issue?,how can i report a registration issue,False,False,False,False,other,True,False,False,False,0.2,False,True
how can I report issues with payments?,how can i report issues with payments,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I report registration issues?,how can i report registration issues,False,False,False,False,other,False,False,False,False,0.2,False,True
how can i reset my online account access key,how can i reset my online account access key,False,True,False,False,account,False,False,False,False,0.9,True,False
how can I see the early termination penalties?,how can i see the early termination penalties,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I see your payment methods?,how can i see your payment methods,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I set a different shipping address up?,how can i set a different shipping address up,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how can I set a new shipping address up?,how can i set a new shipping address up,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how can I set up a new shipping address?,how can i set up a new shipping address,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how can I set up another shipping address?,how can i set up another shipping address,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how can I sign up?,how can i sign up,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I speak to a human agent?,how can i speak to a human agent,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I speak to a person?,how can i speak to a person,False,False,False,False,other,False,False,False,False,0.2,False,True
how can i speak to customer service,how can i speak to customer service,False,False,False,False,other,False,False,False,False,0.2,False,True
how can i speak with an assistant,how can i speak with an assistant,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I submit some feedback for a service?,how can i submit some feedback for a service,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I submit some feedback for your company?,how can i submit some feedback for your company,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I submit some feedback for your services?,how can i submit some feedback for your services,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I subscribe to the corporate newsletter?,how can i subscribe to the corporate newsletter,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I subscribe to your company newsletter?,how can i subscribe to your company newsletter,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I switch to another account?,how can i switch to another account,False,True,False,False,account,False,False,False,False,0.9,True,False
how can I take a quick look at the invoice from August?,how can i take a quick look at the invoice from august,False,False,True,False,order,False,False,True,True,0.6,False,False
how can I take a quick look at the invoice from last month?,how can i take a quick look at the invoice from last month,False,False,True,False,order,False,False,True,True,0.6,False,False
how can I talk to an agent?,how can i talk to an agent,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I talk with an assistant?,how can i talk with an assistant,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I track an order?,how can i track an order,True,False,True,False,delivery,False,False,True,True,0.9,True,False
how can I track my last order?,how can i track my last order,True,False,True,False,delivery,False,False,True,True,0.9,True,False
how can I track my order?,how can i track my order,True,False,True,False,delivery,False,False,True,True,0.9,True,False
how can I unsubscribe to the company newsletter?,how can i unsubscribe to the company newsletter,False,False,False,False,other,False,False,False,False,0.2,False,True
how can I use another account?,how can i use another account,False,True,False,False,account,False,False,False,False,0.9,True,False
how can i use my new user profile,how can i use my new user profile,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I buy several of your item?,how could i buy several of your item,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I buy some items?,how could i buy some items,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I buy something?,how could i buy something,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I cancel an order I made?,how could i cancel an order i made,False,False,True,False,order,False,False,True,True,0.6,False,False
how could I cancel an order?,how could i cancel an order,False,False,True,False,order,False,False,True,True,0.6,False,False
how could I cancel the company newsletter subscription?,how could i cancel the company newsletter subscription,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I cancel the last order I have made?,how could i cancel the last order i have made,False,False,True,False,order,False,False,True,True,0.6,False,False
how could I change an item of an order?,how could i change an item of an order,False,False,True,False,order,False,False,True,True,0.6,False,False
how could I change my shipping address?,how could i change my shipping address,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how could I change the shipping address?,how could i change the shipping address,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how could I check how soon can I expect the delivery?,how could i check how soon can i expect the delivery,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how could I check if there is any updates on my refund?,how could i check if there is any updates on my refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
how could I check if there is anything wrong with my refund?,how could i check if there is anything wrong with my refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
how could I check my invoice?,how could i check my invoice,False,False,True,False,order,False,False,True,True,0.6,False,False
how could I check my order ETA?,how could i check my order eta,False,False,True,False,order,False,False,True,True,0.6,False,False
how could I check the cancellation fee?,how could i check the cancellation fee,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I check the cancellation fees?,how could i check the cancellation fees,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I check the delivery options?,how could i check the delivery options,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how could I check the options for delivery?,how could i check the options for delivery,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how could I check the status of my order?,how could i check the status of my order,False,False,True,False,order,False,False,True,True,0.6,False,False
how could I check the status of my refund?,how could i check the status of my refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
how could I check the status of the refund?,how could i check the status of the refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
how could I check what delivery options are available?,how could i check what delivery options are available,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how could I check what delivery options I have?,how could i check what delivery options i have,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how could I check what delivery options you offer?,how could i check what delivery options you offer,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how could I check what hours customer service available is?,how could i check what hours customer service available is,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I check what options for delivery are available?,how could i check what options for delivery are available,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how could I check what options for delivery I have?,how could i check what options for delivery i have,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how could I check what payment methods you accept?,how could i check what payment methods you accept,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I check your allowed payment methods?,how could i check your allowed payment methods,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I check your money back policy?,how could i check your money back policy,False,False,False,True,refund,False,False,True,True,0.3,False,False
how could I contact an agent?,how could i contact an agent,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I contact customer service?,how could i contact customer service,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I create an account?,how could i create an account,False,True,False,False,account,False,False,False,False,0.9,True,False
how could I delete an account?,how could i delete an account,False,True,False,False,account,False,False,False,False,0.9,True,False
how could I delete my account?,how could i delete my account,False,True,False,False,account,False,False,False,False,0.9,True,False
how could I delete the account?,how could i delete the account,False,True,False,False,account,False,False,False,False,0.9,True,False
how could I edit my personal information?,how could i edit my personal information,False,True,False,False,account,False,False,False,False,0.9,True,False
how could I file a complaint?,how could i file a complaint,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I find information about a password recovery?,how could i find information about a password recovery,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I find information about a user account deletion?,how could i find information about a user account deletion,False,True,False,False,account,False,False,False,False,0.9,True,False
how could I find information about delivery periods?,how could i find information about delivery periods,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how could I find information about forgotten passwords?,how could i find information about forgotten passwords,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I find information about order cancellations?,how could i find information about order cancellations,False,False,True,False,order,False,False,True,True,0.6,False,False
how could I find information about the delivery options?,how could i find information about the delivery options,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how could I find information about the delivery period?,how could i find information about the delivery period,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how could I find information about the delivery periods?,how could i find information about the delivery periods,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how could I find information about user account deletions?,how could i find information about user account deletions,False,True,False,False,account,False,False,False,False,0.9,True,False
how could I find my invoices?,how could i find my invoices,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I find the invoice from last month?,how could i find the invoice from last month,False,False,True,False,order,False,False,True,True,0.6,False,False
how could I find the invoices from last month?,how could i find the invoices from last month,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I get a refund of money?,how could i get a refund of money,False,False,False,True,refund,False,False,True,True,0.3,False,False
how could I get a refund?,how could i get a refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
how could I get information about a password recovery?,how could i get information about a password recovery,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I get information about a user account deletion?,how could i get information about a user account deletion,False,True,False,False,account,False,False,False,False,0.9,True,False
how could I get information about delivery period?,how could i get information about delivery period,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how could I get information about delivery periods?,how could i get information about delivery periods,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how could I get information about forgotten passwords?,how could i get information about forgotten passwords,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I get information about order cancelations?,how could i get information about order cancelations,False,False,True,False,order,False,False,True,True,0.6,False,False
how could I get information about order changes?,how could i get information about order changes,False,False,True,False,order,False,False,True,True,0.6,False,False
how could I get information about the delivery options?,how could i get information about the delivery options,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how could I get my invoice?,how could i get my invoice,False,False,True,False,order,False,False,True,True,0.6,False,False
how could I get my invoices?,how could i get my invoices,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I get my money back?,how could i get my money back,False,False,False,True,refund,False,False,True,True,0.3,False,False
how could I get refunds of money?,how could i get refunds of money,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I get refunds?,how could i get refunds,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I get the invoice from 2 purchases ago?,how could i get the invoice from 2 purchases ago,False,False,True,False,order,False,False,True,True,0.6,False,False
how could I get the invoice from my last purchase?,how could i get the invoice from my last purchase,False,False,True,False,order,False,False,True,True,0.6,False,False
how could I get the invoices from 10 months ago?,how could i get the invoices from 10 months ago,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I get the invoices from last month?,how could i get the invoices from last month,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I get the invoices from my last purchase?,how could i get the invoices from my last purchase,False,False,True,False,order,False,False,True,True,0.6,False,False
how could I get the invoices from September?,how could i get the invoices from september,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I get the invoices?,how could i get the invoices,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I leave a review for a service?,how could i leave a review for a service,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I leave a review for your services?,how could i leave a review for your services,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I make a purchase?,how could i make a purchase,False,False,True,False,order,False,False,True,True,0.6,False,False
how could I recover my password?,how could i recover my password,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I register?,how could i register,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I report a payment issue?,how could i report a payment issue,False,False,False,False,other,True,False,False,False,0.2,False,True
how could I report a registration issue?,how could i report a registration issue,False,False,False,False,other,True,False,False,False,0.2,False,True
how could I report an issue with payment?,how could i report an issue with payment,False,False,False,False,other,True,False,False,False,0.2,False,True
how could I report an issue with payments?,how could i report an issue with payments,False,False,False,False,other,True,False,False,False,0.2,False,True
how could I report issues with payment?,how could i report issues with payment,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I report registration issues?,how could i report registration issues,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I set a new shipping address up?,how could i set a new shipping address up,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how could I set another shipping address up?,how could i set another shipping address up,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how could I set up a different shipping address?,how could i set up a different shipping address,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how could I set up a new shipping address?,how could i set up a new shipping address,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how could I submit some feedback for a service?,how could i submit some feedback for a service,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I submit some feedback?,how could i submit some feedback,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I subscribe to your company newsletter?,how could i subscribe to your company newsletter,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I switch to another account?,how could i switch to another account,False,True,False,False,account,False,False,False,False,0.9,True,False
how could I switch user?,how could i switch user,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I talk to an agent?,how could i talk to an agent,False,False,False,False,other,False,False,False,False,0.2,False,True
how could I track an order?,how could i track an order,True,False,True,False,delivery,False,False,True,True,0.9,True,False
how could I track the last order?,how could i track the last order,True,False,True,False,delivery,False,False,True,True,0.9,True,False
how could I track the refund?,how could i track the refund,True,False,False,True,refund,False,False,True,True,0.3,False,False
how could I use another account?,how could i use another account,False,True,False,False,account,False,False,False,False,0.9,True,False
how do I add several items to an order?,how do i add several items to an order,False,False,True,False,order,False,False,True,True,0.6,False,False
how do I buy some items?,how do i buy some items,False,False,False,False,other,False,False,False,False,0.2,False,True
how do I buy something?,how do i buy something,False,False,False,False,other,False,False,False,False,0.2,False,True
how do I cancel an order I made?,how do i cancel an order i made,False,False,True,False,order,False,False,True,True,0.6,False,False
